level_0,Date_reported,AFRO,AMRO,EMRO,EURO,Other,SEARO,WPRO,MA_AFRO,MA_AMRO,MA_EMRO,MA_EURO,MA_SEARO,MA_WPRO
New_cases,2020-01-03,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
New_cases,2020-01-04,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.5
New_cases,2020-01-05,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
New_cases,2020-01-06,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
New_cases,2020-01-07,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8
New_cases,2020-01-08,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
New_cases,2020-01-09,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
New_cases,2020-01-10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
New_cases,2020-01-11,0,0,0,0,0,0,41,0.0,0.0,0.0,0.0,0.0,6.285714285714286
New_cases,2020-01-12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.285714285714286
New_cases,2020-01-13,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.7142857142857143,5.857142857142857
New_cases,2020-01-14,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.7142857142857143,6.0
New_cases,2020-01-15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7142857142857143,6.0
New_cases,2020-01-16,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7142857142857143,6.0
New_cases,2020-01-17,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,0.8571428571428571,6.571428571428571
New_cases,2020-01-18,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.8571428571428571,3.142857142857143
New_cases,2020-01-19,0,0,0,0,0,0,64,0.0,0.0,0.0,0.0,0.8571428571428571,12.285714285714286
New_cases,2020-01-20,0,5,0,0,0,0,77,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,23.285714285714285
New_cases,2020-01-21,0,0,0,0,0,0,93,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,36.42857142857143
New_cases,2020-01-22,0,0,0,0,0,2,152,0.0,0.7142857142857143,0.0,0.0,0.42857142857142855,58.142857142857146
New_cases,2020-01-23,0,0,0,0,0,5,136,0.0,0.7142857142857143,0.0,0.0,1.1428571428571428,77.57142857142857
New_cases,2020-01-24,0,1,0,3,0,0,271,0.0,0.8571428571428571,0.0,0.42857142857142855,1.0,115.71428571428571
New_cases,2020-01-25,0,0,0,0,0,0,477,0.0,0.8571428571428571,0.0,0.42857142857142855,1.0,181.42857142857142
New_cases,2020-01-26,0,8,0,0,0,1,693,0.0,2.0,0.0,0.42857142857142855,1.1428571428571428,271.2857142857143
New_cases,2020-01-27,0,1,0,0,0,8,784,0.0,1.4285714285714286,0.0,0.42857142857142855,2.2857142857142856,372.2857142857143
New_cases,2020-01-28,0,1,0,1,0,6,1778,0.0,1.5714285714285714,0.0,0.5714285714285714,3.142857142857143,613.0
